lemma	pos	attributes
Ağaçören	NOUN	-
Ağlasun	NOUN	-
Ağrı	NOUN	-
Ağın	NOUN	-
Aşkale	NOUN	-
Ba	NOUN	-
Babadağ	NOUN	-
Babaeski	NOUN	-
Babagân	NOUN	-
Babai	NOUN	-
Babalar	NOUN	-
Babayan	NOUN	-
Babi	NOUN	-
Bafra	NOUN	-
Bahai	NOUN	-
Bahreyn	NOUN	-
Bahçe	NOUN	-
Bahçelievler	NOUN	-
Bahçesaray	NOUN	-
Baklan	NOUN	-
Bakü	NOUN	-
Bakırköy	NOUN	-
Balkanlar	NOUN	-
Balkanolog	NOUN	-
Balkanoloji	NOUN	-
Balkar	NOUN	-
Balkarca	NOUN	-
Baltık	NOUN	-
Balya	NOUN	-
Balâ	NOUN	-
Balçova	NOUN	-
Balıkesir	NOUN	-
Balışeyh	NOUN	-
Banaz	NOUN	-
Bandırma	NOUN	-
Bangkok	NOUN	-
Bangladeş	NOUN	-
Barak	NOUN	-
Bartın	NOUN	-
Baskil	NOUN	-
Baskça	ADJ	-
Baskça	NOUN	-
Batman	NOUN	-
Battalgazi	NOUN	-
Batı	ADJ	-
Batı	NOUN	-
Batılıca	ADJ	-
Batılılaş	VERB	-
Batılılaşabil	VERB	-
Batılılaşabilme	NOUN	-
Batılılaştır	VERB	-
Batılılaştırıl	VERB	-
Batılılaştırılma	NOUN	-
Bayat	NOUN	-
Bayburt	NOUN	-
Baykan	NOUN	-
Bayrami	NOUN	-
Bayramiç	NOUN	-
Bayrampaşa	NOUN	-
Bayramören	NOUN	-
Bayındır	NOUN	-
Bağcılar	NOUN	-
Bağdat	NOUN	-
Bağlar	NOUN	-
Başak	NOUN	-
Başakşehir	NOUN	-
Başiskele	NOUN	-
Başkale	NOUN	-
Başkurt	NOUN	-
Başkurtça	NOUN	-
Başmakçı	NOUN	-
Başyayla	NOUN	-
Be	NOUN	-
Beberuhi	NOUN	-
Bedevi	NOUN	-
Bektaşi	NOUN	-
Belarus	NOUN	-
Belen	NOUN	-
Belgrad	NOUN	-
Belçika	NOUN	-
Berberi	NOUN	-
Berberice	ADJ	-
Berberice	NOUN	-
Bergama	NOUN	-
Berlin	NOUN	-
Bern	NOUN	-
Besni	NOUN	-
Beyağaç	NOUN	-
Beydağ	NOUN	-
Beykoz	NOUN	-
Beylikdüzü	NOUN	-
Beylikova	NOUN	-
Beypazarı	NOUN	-
Beyrut	NOUN	-
Beytüşşebap	NOUN	-
Beyşehir	NOUN	-
Beçene	NOUN	-
Beşikdüzü	NOUN	-
Beşiktaş	NOUN	-
Beşiri	NOUN	-
Bh	NOUN	-
Bi	NOUN	-
Biga	NOUN	-
Bigadiç	NOUN	-
Bilecik	NOUN	-
Bingöl	NOUN	-
Birecik	NOUN	-
Birmanca	ADJ	-
Birmanca	NOUN	-
Bismil	NOUN	-
Bitlis	NOUN	-
Bizans	NOUN	-
Bk	NOUN	-
Bodrum	NOUN	-
Bogota	NOUN	-
Bolivya	NOUN	-
Bolvadin	NOUN	-
Bolşevik	NOUN	VOICING
Bolşevizm	NOUN	-
Bor	NOUN	-
Bornova	NOUN	-
Borçka	NOUN	-
Bosna-Hersek	NOUN	-
Boyabat	NOUN	-
Bozcaada	NOUN	-
Bozdoğan	NOUN	-
Bozkurt	NOUN	-
Bozkır	NOUN	-
Bozova	NOUN	-
Boztepe	NOUN	-
Bozyazı	NOUN	-
Bozüyük	NOUN	-
Boğa	NOUN	-
Boğazkale	NOUN	-
Boğazlıyan	NOUN	-
Boşnak	NOUN	-
Boşnakça	ADJ	-
Boşnakça	NOUN	-
Br	NOUN	-
Brahman	NOUN	-
Brahmanizm	NOUN	-
Bratislava	NOUN	-
Brezilya	NOUN	-
Britanya	NOUN	-
Brüksel	NOUN	-
Buca	NOUN	-
Bucak	NOUN	-
Budapeşte	NOUN	-
Budist	NOUN	-
Budizm	NOUN	-
Buenos Aires	NOUN	-
Buharkent	NOUN	-
Bulancak	NOUN	-
Bulanık	NOUN	-
Buldan	NOUN	-
Bulgar	NOUN	-
Bulgarca	ADJ	-
Bulgarca	NOUN	-
Bulgaristan	NOUN	-
Burak	NOUN	-
Burdur	NOUN	-
Burhaniye	NOUN	-
Bursa	NOUN	-
Bâtıni	NOUN	-
Bâtıniye	NOUN	-
Bügdüz	NOUN	-
Bükreş	NOUN	-
Bünyan	NOUN	-
Büyükayı	NOUN	-
Büyükorhan	NOUN	-
Büyükçekmece	NOUN	-
Ca	NOUN	-
Caferi	NOUN	-
Cakarta	NOUN	-
Canik	NOUN	-
Cb	NOUN	-
Cd	NOUN	-
Ce	NOUN	-
Cebbar	NOUN	-
Cebrail	NOUN	-
Cedi	NOUN	-
Cenabıallah	NOUN	-
Cenabıhak	NOUN	-
Cenubi	ADJ	-
Cenubi	NOUN	-
Cenup	NOUN	VOICING
Cermen	NOUN	-
Cermence	ADJ	-
Cermence	NOUN	-
Cevza	NOUN	-
Ceyhan	NOUN	-
Ceylânpınar	NOUN	-
Cezayir	NOUN	-
Cf	NOUN	-
Cide	NOUN	-
Cizre	NOUN	-
Cl	NOUN	-
Cm	NOUN	-
Co	NOUN	-
Cr	NOUN	-
Cs	NOUN	-
Cu	NOUN	-
Cumayeri	NOUN	-
Dadaist	ADJ	-
Dadaizm	NOUN	-
Daday	NOUN	-
Dakar	NOUN	-
Dalaman	NOUN	-
Damal	NOUN	-
Danca	ADJ	-
Danca	NOUN	-
Danimarka	NOUN	-
Darende	NOUN	-
Dargeçit	NOUN	-
Darıca	NOUN	-
Datça	NOUN	-
Dazkırı	NOUN	-
Db	NOUN	-
Deccal	NOUN	-
Defne	NOUN	-
Dekartçı	ADJ	-
Dekartçı	NOUN	-
Delice	NOUN	-
Demirkazık	NOUN	-
Demirköy	NOUN	-
Demirperde	NOUN	-
Demirözü	NOUN	-
Demokles	NOUN	-
Demre	NOUN	-
Derbent	NOUN	-
Derebucak	NOUN	-
Derecik	NOUN	-
Derepazarı	NOUN	-
Derik	NOUN	-
Derince	NOUN	-
Derinkuyu	NOUN	-
Dernekpazarı	NOUN	-
Devrek	NOUN	-
Devrekâni	NOUN	-
Dicle	NOUN	-
Didim	NOUN	-
Digor	NOUN	-
Dikmen	NOUN	-
Dilovası	NOUN	-
Dimyat	NOUN	-
Dinar	NOUN	-
Dingo	NOUN	-
Divanhane	NOUN	-
Divanıhümayun	NOUN	-
Divriği	NOUN	-
Diyadin	NOUN	-
Diyarbakır	NOUN	-
Dodoma	NOUN	-
Dodurga	NOUN	-
Doha	NOUN	-
Dolgan	NOUN	-
Dolganca	NOUN	-
Domaniç	NOUN	-
Doğanhisar	NOUN	-
Doğankent	NOUN	-
Doğanyol	NOUN	-
Doğanyurt	NOUN	-
Doğanşar	NOUN	-
Doğanşehir	NOUN	-
Doğu	ADJ	-
Doğu	NOUN	-
Doğubayazıt	NOUN	-
Doğuluca	ADJ	-
Doğululaş	VERB	-
Doğululaştır	VERB	-
Ds	NOUN	-
Dublin	NOUN	-
Duma	NOUN	-
Dumlupınar	NOUN	-
Durağan	NOUN	-
Dursunbey	NOUN	-
Dy	NOUN	-
Döger	NOUN	-
Dörtdivan	NOUN	-
Dörtyol	NOUN	-
Döşemealtı	NOUN	-
Dübbüasgar	NOUN	-
Dübbüekber	NOUN	-
Düldül	NOUN	-
Dünya	NOUN	-
Dürzi	NOUN	-
Düzce	NOUN	-
Düziçi	NOUN	-
Düzköy	NOUN	-
Ebussuut	NOUN	-
Eceabat	NOUN	-
Edi	NOUN	-
Edirne	NOUN	-
Edirnekâri	NOUN	-
Edremit	NOUN	-
Efeler	NOUN	-
Eflâni	NOUN	-
Ekinözü	NOUN	-
Ekvador	NOUN	-
Ekvator	NOUN	-
Ekvatoral	ADJ	-
Elbistan	NOUN	-
Eldivan	NOUN	-
Eleşkirt	NOUN	-
Elmadağ	NOUN	-
Elâzığ	NOUN	-
Emet	NOUN	-
Eminönü	NOUN	-
Emirdağ	NOUN	-
Emirgazi	NOUN	-
Enam	NOUN	-
Endonezya	NOUN	-
Enez	NOUN	-
Epikurosçu	ADJ	-
Er	NOUN	-
Erbaa	NOUN	-
Erciş	NOUN	-
Erdek	NOUN	-
Erendiz	NOUN	-
Erenler	NOUN	-
Erfelek	NOUN	-
Ergani	NOUN	-
Ergene	NOUN	-
Erivan	NOUN	-
Ermenek	NOUN	-
Ermeni	NOUN	-
Ermenice	ADJ	-
Ermenice	NOUN	-
Ermenistan	NOUN	-
Eros	NOUN	-
Eruh	NOUN	-
Erzin	NOUN	-
Erzincan	NOUN	-
Erzurum	NOUN	-
Es	NOUN	-
Esenler	NOUN	-
Esenyurt	NOUN	-
Eskil	NOUN	-
Eskimo	NOUN	-
Eskimoca	ADJ	-
Eskimoca	NOUN	-
Eskipazar	NOUN	-
Eskişehir	NOUN	-
Esperanto	NOUN	-
Espiye	NOUN	-
Estonya	NOUN	-
Eti	NOUN	-
Etimesgut	NOUN	-
Etiyopya	NOUN	-
Eu	NOUN	-
Evciler	NOUN	-
Evren	NOUN	-
Eynesil	NOUN	-
Eyyübiye	NOUN	-
Eyüpsultan	NOUN	-
Ezine	NOUN	-
Eğil	NOUN	-
Eğirdir	NOUN	-
Eğmür	NOUN	-
Eşme	NOUN	-
Farisi	NOUN	-
Fars	NOUN	-
Farslaş	VERB	-
Farslaştır	VERB	-
Farslaştırıl	VERB	-
Farslaştırılma	NOUN	-
Farsça	ADJ	-
Farsça	NOUN	-
Fas	NOUN	-
Fatih	NOUN	-
Fatiha	NOUN	-
Fatsa	NOUN	-
Fe	NOUN	-
Feke	NOUN	-
Felemenk	NOUN	-
Felemenkçe	ADJ	-
Felemenkçe	NOUN	-
Felâhiye	NOUN	-
Fethiye	NOUN	-
Filipince	NOUN	-
Filipinler	NOUN	-
Fin	NOUN	-
Fince	ADJ	-
Fince	NOUN	-
Finike	NOUN	-
Finlandiya	NOUN	-
Flaman	NOUN	-
Flamanca	ADJ	-
Flamanca	NOUN	-
Flamenko	NOUN	-
Fm	NOUN	-
Foça	NOUN	-
Fr	NOUN	-
Frankofon	NOUN	-
Fransa	NOUN	-
Fransız	NOUN	-
Fransızca	ADJ	-
Fransızca	NOUN	-
Fransızlaş	VERB	-
Fransızlaştır	VERB	-
Frenk	NOUN	VOICING
Frenkleş	VERB	-
Frenkleştir	VERB	-
Frenkçe	ADJ	-
Frenkçe	NOUN	-
Fürs	NOUN	-
Ga	NOUN	-
Gagavuz	NOUN	-
Gagavuzca	NOUN	-
Gana	NOUN	-
Garbi	ADJ	-
Garbi	NOUN	-
Garp	NOUN	-
Garpkâri	ADJ	-
Garplılaş	VERB	-
Garplılaştır	VERB	-
Garplılaştırıl	VERB	-
Garplılaştırılma	NOUN	-
Garpçı	ADJ	-
Gayya	NOUN	-
Gaziantep	NOUN	-
Gaziemir	NOUN	-
Gaziosmanpaşa	NOUN	-
Gazipaşa	NOUN	-
Gd	NOUN	-
Ge	NOUN	-
Gebze	NOUN	-
Gediz	NOUN	-
Gelendost	NOUN	-
Gemerek	NOUN	-
Genç	NOUN	-
Gercüş	NOUN	-
Gerede	NOUN	-
Gerger	NOUN	-
Germanist	NOUN	-
Germanistik	NOUN	VOICING
Germanofil	ADJ	-
Germen	NOUN	-
Germencik	NOUN	-
Gerze	NOUN	-
Gevaş	NOUN	-
Geyve	NOUN	-
Giresun	NOUN	-
Gotik	ADJ	-
Gotik	NOUN	-
Gotlar	NOUN	-
Gotça	ADJ	-
Gotça	NOUN	-
Grek	NOUN	-
Grekçe	ADJ	-
Grekçe	NOUN	-
Guatemala	NOUN	-
Göksun	NOUN	-
Göktürk	NOUN	-
Göktürkçe	NOUN	-
Gökçeada	NOUN	-
Gökçebey	NOUN	-
Gölbaşı	NOUN	-
Gölcük	NOUN	-
Göle	NOUN	-
Gölhisar	NOUN	-
Gölköy	NOUN	-
Gölmarmara	NOUN	-
Gölova	NOUN	-
Gölpazarı	NOUN	-
Gölyaka	NOUN	-
Gömeç	NOUN	-
Gönen	NOUN	-
Gördes	NOUN	-
Görele	NOUN	-
Göynücek	NOUN	-
Göynük	NOUN	-
Güce	NOUN	-
Güdül	NOUN	-
Gülağaç	NOUN	-
Gülnar	NOUN	-
Gülşehir	NOUN	-
Gümüşhacıköy	NOUN	-
Gümüşhane	NOUN	-
Gümüşova	NOUN	-
Gündoğmuş	NOUN	-
Güney	ADJ	-
Güney	NOUN	-
Güney Afrika	NOUN	-
Güneybalığı	NOUN	-
Güneysu	NOUN	-
Güneysınır	NOUN	-
Güneş	NOUN	-
Güngören	NOUN	-
Günyüzü	NOUN	-
Gürcistan	NOUN	-
Gürcüce	ADJ	-
Gürcüce	NOUN	-
Gürgentepe	NOUN	-
Güroy	VERB	-
Gürpınar	NOUN	-
Gürsu	NOUN	-
Gürün	NOUN	-
Güzelbahçe	NOUN	-
Güzelyurt	NOUN	-
Güçlükonak	NOUN	-
Ha	NOUN	-
Habeş	NOUN	-
Habeşî	NOUN	-
Hacivat	NOUN	-
Hacıbektaş	NOUN	-
Hacılar	NOUN	-
Hadim	NOUN	-
Hafik	NOUN	-
Hak	NOUN	-
Hakas	NOUN	-
Hakasça	NOUN	-
Hakkâri	NOUN	-
Halaç	NOUN	-
Halaçça	NOUN	-
Halfeti	NOUN	-
Haliliye	NOUN	-
Halkapınar	NOUN	-
Halveti	NOUN	-
Hamamözü	NOUN	-
Hamel	NOUN	-
Hamur	NOUN	-
Han	NOUN	-
Hanak	NOUN	-
Hanefi	NOUN	-
Hani	NOUN	-
Hanoi	NOUN	-
Hanya	NOUN	-
Hanönü	NOUN	-
Harare	NOUN	-
Haremeyn	NOUN	-
Harezmce	NOUN	-
Harmancık	NOUN	-
Harran	NOUN	-
Hartum	NOUN	-
Hasankeyf	NOUN	-
Hasköy	NOUN	-
Hassa	NOUN	-
Hatay	NOUN	-
Havana	NOUN	-
Havran	NOUN	-
Havsa	NOUN	-
Havva	NOUN	-
Havza	NOUN	-
Haymana	NOUN	-
Hayrat	NOUN	-
Hayta	NOUN	-
Hazar	NOUN	-
Hazarca	NOUN	-
Hazro	NOUN	-
Haçlılar	NOUN	-
He	NOUN	-
Hekimhan	NOUN	-
Helen	NOUN	-
Helenist	ADJ	-
Helenist	NOUN	-
Helenistik	ADJ	-
Helenistik	NOUN	-
Helenizm	NOUN	-
Helsinki	NOUN	-
Hemşin	NOUN	-
Hendek	NOUN	-
Hf	NOUN	-
Hg	NOUN	-
Hilvan	NOUN	-
Hindistan	NOUN	-
Hindolog	NOUN	-
Hindoloji	NOUN	-
Hindolojik	ADJ	-
Hindu	NOUN	-
Hinduizm	NOUN	-
Hint	NOUN	-
Hintçe	ADJ	-
Hintçe	NOUN	-
Hisarcık	NOUN	-
Hitit	NOUN	-
Hititolog	NOUN	-
Hititoloji	NOUN	-
Hititçe	ADJ	-
Hititçe	NOUN	-
Hizan	NOUN	-
Ho	NOUN	-
Hocalar	NOUN	-
Hollanda	NOUN	-
Hollandaca	ADJ	-
Hollandaca	NOUN	-
Honaz	NOUN	-
Hopa	NOUN	-
Horasan	NOUN	-
Horasanca	NOUN	-
Hotanto	NOUN	-
Hozat	NOUN	-
Hristiyan	NOUN	-
Hristiyanlaş	VERB	-
Hristiyanlaştır	VERB	-
Hs	NOUN	-
Hu	NOUN	-
Hurufi	NOUN	-
Hüda	NOUN	-
Hüma	NOUN	-
Hüyük	NOUN	-
Hıdırellez	NOUN	-
Hınıs	NOUN	-
Hırvat	NOUN	-
Hırvatistan	NOUN	-
Hırvatça	ADJ	-
Hırvatça	NOUN	-
Hızır	NOUN	-
Ilgaz	NOUN	-
Ilgın	NOUN	-
Ilıca	NOUN	-
In	NOUN	-
Ir	NOUN	-
Irak	NOUN	-
Isparta	NOUN	-
Iğdır	NOUN	-
Japon	NOUN	-
Japonca	ADJ	-
Japonca	NOUN	-
Japonya	NOUN	-
Jüpiter	NOUN	-
Kabadüz	NOUN	-
Kabataş	NOUN	-
Kabil	NOUN	-
Kadiri	NOUN	-
Kadiriye	NOUN	-
Kadıköy	NOUN	-
Kadınhanı	NOUN	-
Kadışehri	NOUN	-
Kafdağı	NOUN	-
Kahire	NOUN	-
Kahramankazan	NOUN	-
Kahramanmaraş	NOUN	-
Kale	NOUN	-
Kalecik	NOUN	-
Kalenderiye	NOUN	-
Kalkandere	NOUN	-
Kalvenizm	NOUN	-
Kaman	NOUN	-
Kampala	NOUN	-
Kanada	NOUN	-
Kanberra	NOUN	-
Kandıra	NOUN	-
Kangal	NOUN	-
Kantçı	ADJ	-
Karabağlar	NOUN	-
Karaburun	NOUN	-
Karabük	NOUN	-
Karacabey	NOUN	-
Karacasu	NOUN	-
Karadağ	NOUN	-
Karadeniz	NOUN	-
Karagöz	NOUN	-
Karahanlıca	NOUN	-
Karaim	NOUN	-
Karaimce	NOUN	-
Karakalpak	NOUN	-
Karakalpakça	NOUN	-
Karakoçan	NOUN	-
Karaköprü	NOUN	-
Karaman	NOUN	-
Karamanlıca	NOUN	-
Karamürsel	NOUN	-
Karapapak	NOUN	-
Karapapakça	NOUN	-
Karapürçek	NOUN	-
Karapınar	NOUN	-
Karasu	NOUN	-
Karatay	NOUN	-
Karataş	NOUN	-
Karay	NOUN	-
Karayazı	NOUN	-
Karayca	NOUN	-
Karaçay	NOUN	-
Karaçayca	NOUN	-
Karaçoban	NOUN	-
Karesi	NOUN	-
Kargı	NOUN	-
Kargın	NOUN	-
Karkamış	NOUN	-
Karlıova	NOUN	-
Kars	NOUN	-
Kartal	NOUN	-
Kartepe	NOUN	-
Kartezyen	ADJ	-
Kartezyenizm	NOUN	-
Karun	NOUN	-
Karşıyaka	NOUN	-
Kastamonu	NOUN	-
Katalanca	ADJ	-
Katalanca	NOUN	-
Katar	NOUN	-
Katolik	NOUN	-
Kavak	NOUN	-
Kavaklıdere	NOUN	-
Kayapınar	NOUN	-
Kaynarca	NOUN	-
Kayseri	NOUN	-
Kayı	NOUN	-
Kazak	NOUN	-
Kazakistan	NOUN	-
Kazakça	NOUN	-
Kazan	NOUN	-
Kağızman	NOUN	-
Kaş	NOUN	-
Keban	NOUN	-
Kehkeşan	NOUN	-
Keles	NOUN	-
Kelkit	NOUN	-
Keloğlan	NOUN	-
Kelt	NOUN	-
Kemah	NOUN	-
Kemalist	ADJ	-
Kemaliye	NOUN	-
Kemalizm	NOUN	-
Kemalpaşa	NOUN	-
Kemer	NOUN	-
Kenya	NOUN	-
Kepez	NOUN	-
Kepsut	NOUN	-
Kervankıran	NOUN	-
Keskin	NOUN	-
Kestel	NOUN	-
Kevser	NOUN	-
Keçiören	NOUN	-
Keşan	NOUN	-
Keşap	NOUN	-
Kiev	NOUN	-
Kilis	NOUN	-
Kiraz	NOUN	-
Kiril	NOUN	-
Kiğı	NOUN	-
Kişinev	NOUN	-
Kocaköy	NOUN	-
Kocasinan	NOUN	-
Kofçaz	NOUN	-
Kolombiya	NOUN	-
Konak	NOUN	-
Konya	NOUN	-
Konyaaltı	NOUN	-
Kopenhag	NOUN	-
Kore	NOUN	-
Korece	ADJ	-
Korece	NOUN	-
Korgan	NOUN	-
Korgun	NOUN	-
Korkut	NOUN	-
Kosova	NOUN	-
Kosta Rika	NOUN	-
Kova	NOUN	-
Kovancılar	NOUN	-
Koyulhisar	NOUN	-
Kozan	NOUN	-
Koç	NOUN	-
Kr	NOUN	-
Ku	NOUN	-
Kuala Lumpur	NOUN	-
Kubbealtı	NOUN	-
Kudüs	NOUN	-
Kula	NOUN	-
Kulp	NOUN	-
Kuluncak	NOUN	-
Kuman	NOUN	-
Kumanca	NOUN	-
Kumandı	NOUN	-
Kumluca	NOUN	-
Kumru	NOUN	-
Kumuk	NOUN	-
Kumukça	NOUN	-
Kurama	NOUN	-
Kurt	NOUN	-
Kurtalan	NOUN	-
Kurucaşile	NOUN	-
Kuvayımilliye	NOUN	-
Kuveyt	NOUN	-
Kuyucak	NOUN	-
Kuzey	ADJ	-
Kuzey	NOUN	-
Kuşadası	NOUN	-
Kâbe	NOUN	-
Kâhta	NOUN	-
Kâzımkarabekir	NOUN	-
Kâğıthane	NOUN	-
Köktürk	NOUN	-
Köktürkçe	NOUN	-
Köprübaşı	NOUN	-
Köprüköy	NOUN	-
Körfez	NOUN	-
Köse	NOUN	-
Köyceğiz	NOUN	-
Köşk	NOUN	-
Küba	NOUN	-
Küre	NOUN	-
Kürt	NOUN	-
Kürtçe	ADJ	-
Kürtçe	NOUN	-
Kürtün	NOUN	-
Kütahya	NOUN	-
Küçükayı	NOUN	-
Küçükçekmece	NOUN	-
Kıbrıs	NOUN	-
Kıbrısçık	NOUN	-
Kınık	NOUN	-
Kıpti	NOUN	-
Kıptice	NOUN	-
Kıpçak	NOUN	-
Kıpçakça	NOUN	-
Kırgız	NOUN	-
Kırgızca	NOUN	-
Kırgızistan	NOUN	-
Kırkağaç	NOUN	-
Kırıkhan	NOUN	-
Kırıkkale	NOUN	-
Kırımçak	NOUN	-
Kırımçakça	NOUN	-
Kırşehir	NOUN	-
Kıtmir	NOUN	-
Kızık	NOUN	-
Kızılbaş	NOUN	-
Kızılcahamam	NOUN	-
Kızılelma	NOUN	-
Kızıltepe	NOUN	-
Kızılören	NOUN	-
Kızılır	VERB	-
La	NOUN	-
Lalapaşa	NOUN	-
Lapon	NOUN	-
Laponca	ADJ	-
Laponca	NOUN	-
Latin	NOUN	-
Latince	ADJ	-
Latince	NOUN	-
Latinize	NOUN	-
Laz	NOUN	-
Lazca	ADJ	-
Lazca	NOUN	-
Lefkoşa	NOUN	-
Leh	NOUN	-
Lehçe	ADJ	-
Lehçe	NOUN	-
Leninist	ADJ	-
Leninizm	NOUN	-
Letonca	ADJ	-
Letonca	NOUN	-
Letonya	NOUN	-
Letçe	NOUN	-
Li	NOUN	-
Libya	NOUN	-
Lice	NOUN	-
Lima	NOUN	-
Litvanya	NOUN	-
Lizbon	NOUN	-
Londra	NOUN	-
Lr	NOUN	-
